county,fulldate,year,quarter,month,am_indian_alaskan_nat_pa,am_indian_alaskan_nat_na,am_indian_alaskan_nat_tot,tot_asian_pa,tot_asian_na,tot_asian_tot,asian_indian_pa,asian_indian_na,asian_indian_tot,cambodian_pa,cambodian_na,cambodian_tot,chinese_pa,chinese_na,chinese_tot,japanese_pa,japanese_na,japanese_tot,filipino_pa,filipino_na,filipino_tot,korean_pa,korean_na,korean_tot,laotian_pa,laotian_na,laotian_tot,vietnamese_pa,vietnamese_na,vietnamese_tot,other_asian_pa,other_asian_na,other_asian_tot,more_than_one_asian_pa,more_than_one_asian_na,more_than_one_asian_tot,black_pa,black_na,black_tot,tot_hawaiian_or_other_pa,tot_hawaiian_or_other_na,tot_hawaiian_or_other_tot,hawaiian_pa,hawaiian_na,hawaiian_tot,guamanian_pa,guamanian_na,guamanian_tot,samoan_pa,samoan_na,samoan_tot,other_pac_island_pa,other_pac_island_na,other_pac_island_tot,more_than_one_hawaiian_pac_island_pa,more_than_one_hawaiian_pac_island_na,more_than_one_hawaiian_pac_island_tot,white_pa,white_na,white_tot,two_races_am_indian_alaska_nat_white_pa,two_races_am_indian_alaska_nat_white_na,two_races_am_indian_alaska_nat_white_tot,two_races_asian_white_pa,two_races_asian_white_na,two_races_asian_white_tot,two_races_black_white_pa,two_races_black_white_na,two_races_black_white_tot,two_races_am_indian_alaska_nat_black_pa,two_races_am_indian_alaska_nat_black_na,two_races_am_indian_alaska_nat_black_tot,reported_races_not_incl_pa,reported_races_not_incl_na,reported_races_not_incl_tot,nonreporting_worker_undecided_pa,nonreporting_worker_undecided_na,nonreporting_worker_undecided_tot,total_pa,total_na,total_tot,hispanic_am_indian_alaska_nat_pa,hispanic_am_indian_alaska_nat_na,hispanic_am_indian_alaska_nat_tot,hispanic_tot_asian_pa,hispanic_tot_asian_na,hispanic_tot_asian_tot,hispanic_asian_indian_pa,hispanic_asian_indian_na,hispanic_asian_indian_tot,hispanic_cambodian_pa,hispanic_cambodian_na,hispanic_cambodian_tot,hispanic_chinese_pa,hispanic_chinese_na,hispanic_chinese_tot,hispanic_japanese_pa,hispanic_japanese_na,hispanic_japanese_tot,hispanic_filipino_pa,hispanic_filipino_na,hispanic_filipino_tot,hispanic_korean_pa,hispanic_korean_na,hispanic_korean_tot,hispanic_laotian_pa,hispanic_laotian_na,hispanic_laotian_tot,hispanic_vietnamese_pa,hispanic_vietnamese_na,hispanic_vietnamese_tot,hispanic_other_asian_pa,hispanic_other_asian_na,hispanic_other_asian_tot,hispanic_more_than_one_asian_pa,hispanic_more_than_one_asian_na,hispanic_more_than_one_asian_tot,hispanic_black_pa,hispanic_black_na,hispanic_black_tot,hispanic_tot_hawaiian_other_pac_island_pa,hispanic_tot_hawaiian_other_pac_island_na,hispanic_tot_hawaiian_other_pac_island_tot,hispanic_hawaiian_pa,hispanic_hawaiian_na,hispanic_hawaiian_tot,hispanic_guamanian_pa,hispanic_guamanian_na,hispanic_guamanian_tot,hispanic_samoan_pa,hispanic_samoan_na,hispanic_samoan_tot,hispanic_other_pac_island_pa,hispanic_other_pac_island_na,hispanic_other_pac_island_tot,hispanic_more_than_one_hawaiian_pac_island_pa,hispanic_more_than_one_hawaiian_pac_island_na,hispanic_more_than_one_hawaiian_pac_island_tot,hispanic_white_pa,hispanic_white_na,hispanic_white_tot,hispanic_two_races_am_indian_alaska_nat_white_pa,hispanic_two_races_am_indian_alaska_nat_white_na,hispanic_two_races_am_indian_alaska_nat_white_tot,hispanic_two_races_asian_white_pa,hispanic_two_races_asian_white_na,hispanic_two_races_asian_white_tot,hispanic_two_races_black_white_pa,hispanic_two_races_black_white_na,hispanic_two_races_black_white_tot,hispanic_two_races_am_indian_alaska_nat_black_pa,hispanic_two_races_am_indian_alaska_nat_black_na,hispanic_two_races_am_indian_alaska_nat_black_tot,hispanic_reported_races_not_incl_pa,hispanic_reported_races_not_incl_na,hispanic_reported_races_not_incl_tot,hispanic_nonreporting_worker_undecided_pa,hispanic_nonreporting_worker_undecided_na,hispanic_nonreporting_worker_undecided_tot,hispanic_tot_pa,hispanic_tot_na,hispanic_tot_tot,year,quarter
Monterey,2017-07-01,2017,3.0,JUL,10.0,54.0,64.0,46.0,514.0,560.0,5.0,48.0,53.0,2.0,7.0,9.0,1.0,10.0,11.0,4.0,17.0,21.0,20.0,283.0,303.0,5.0,32.0,37.0,0.0,3.0,3.0,4.0,63.0,67.0,5.0,39.0,44.0,0.0,12.0,12.0,73.0,665.0,738.0,11.0,54.0,65.0,3.0,5.0,8.0,4.0,23.0,27.0,3.0,17.0,20.0,1.0,7.0,8.0,0.0,2.0,2.0,643.0,5078.0,5721.0,5.0,57.0,62.0,19.0,108.0,127.0,1.0,55.0,56.0,1.0,4.0,5.0,814.0,8753.0,9567.0,471.0,2701.0,3172.0,2094.0,18043.0,20137.0,4.0,25.0,29.0,9.0,71.0,80.0,3.0,25.0,28.0,2.0,5.0,7.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,28.0,30.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,1.0,1.0,2.0,29.0,31.0,1.0,5.0,6.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,401.0,1808.0,2209.0,2.0,17.0,19.0,12.0,48.0,60.0,0.0,5.0,5.0,1.0,1.0,2.0,785.0,8566.0,9351.0,430.0,2250.0,2680.0,1647.0,12825.0,14472.0,4034,6.0
Napa,2017-07-01,2017,3.0,JUL,3.0,17.0,20.0,5.0,119.0,124.0,2.0,14.0,16.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,79.0,80.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,10.0,1.0,7.0,8.0,0.0,5.0,5.0,11.0,74.0,85.0,1.0,16.0,17.0,1.0,5.0,6.0,0.0,7.0,7.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,143.0,1986.0,2129.0,2.0,26.0,28.0,4.0,15.0,19.0,3.0,6.0,9.0,0.0,0.0,0.0,91.0,520.0,611.0,0.0,81.0,81.0,263.0,2860.0,3123.0,1.0,4.0,5.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,764.0,811.0,0.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,86.0,497.0,583.0,0.0,62.0,62.0,136.0,1348.0,1484.0,4034,6.0
Nevada,2017-07-01,2017,3.0,JUL,7.0,47.0,54.0,0.0,23.0,23.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,2.0,20.0,22.0,1.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,215.0,3413.0,3628.0,7.0,52.0,59.0,3.0,16.0,19.0,0.0,7.0,7.0,0.0,0.0,0.0,4.0,132.0,136.0,3.0,156.0,159.0,242.0,3869.0,4111.0,2.0,6.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,144.0,164.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,99.0,101.0,1.0,19.0,20.0,26.0,279.0,305.0,4034,6.0
Orange,2017-07-01,2017,3.0,JUL,40.0,457.0,497.0,375.0,14479.0,14854.0,9.0,365.0,374.0,15.0,198.0,213.0,13.0,411.0,424.0,3.0,140.0,143.0,60.0,1248.0,1308.0,23.0,978.0,1001.0,7.0,121.0,128.0,244.0,10993.0,11237.0,1.0,25.0,26.0,0.0,0.0,0.0,322.0,3159.0,3481.0,79.0,1184.0,1263.0,9.0,161.0,170.0,2.0,45.0,47.0,22.0,201.0,223.0,46.0,777.0,823.0,0.0,0.0,0.0,2039.0,36956.0,38995.0,0.0,13.0,13.0,1.0,17.0,18.0,0.0,22.0,22.0,0.0,4.0,4.0,260.0,2013.0,2273.0,6249.0,48041.0,54290.0,9365.0,106345.0,115710.0,15.0,100.0,115.0,3.0,112.0,115.0,0.0,6.0,6.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,40.0,40.0,0.0,3.0,3.0,2.0,20.0,22.0,1.0,27.0,28.0,0.0,8.0,8.0,0.0,0.0,0.0,9.0,53.0,62.0,6.0,102.0,108.0,1.0,50.0,51.0,1.0,11.0,12.0,1.0,7.0,8.0,3.0,34.0,37.0,0.0,0.0,0.0,339.0,2619.0,2958.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,154.0,1059.0,1213.0,6243.0,47966.0,54209.0,6769.0,52013.0,58782.0,4034,6.0
Placer,2017-07-01,2017,3.0,JUL,11.0,123.0,134.0,18.0,269.0,287.0,2.0,45.0,47.0,0.0,4.0,4.0,0.0,20.0,20.0,2.0,6.0,8.0,2.0,73.0,75.0,3.0,11.0,14.0,0.0,4.0,4.0,2.0,25.0,27.0,7.0,81.0,88.0,0.0,0.0,0.0,24.0,237.0,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.0,6449.0,6907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,1029.0,1150.0,0.0,0.0,0.0,632.0,8107.0,8739.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,1029.0,1150.0,0.0,0.0,0.0,121.0,1029.0,1150.0,4034,6.0
Plumas,2017-07-01,2017,3.0,JUL,0.0,30.0,30.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,52.0,56.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,57.0,805.0,862.0,1.0,33.0,34.0,0.0,5.0,5.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,56.0,59.0,2.0,42.0,44.0,67.0,1040.0,1107.0,0.0,8.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,31.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,54.0,57.0,2.0,6.0,8.0,9.0,104.0,113.0,4034,6.0
Riverside,2017-07-01,2017,3.0,JUL,61.0,815.0,876.0,191.0,2446.0,2637.0,15.0,174.0,189.0,9.0,108.0,117.0,8.0,117.0,125.0,5.0,67.0,72.0,69.0,861.0,930.0,7.0,145.0,152.0,13.0,195.0,208.0,15.0,302.0,317.0,40.0,399.0,439.0,10.0,78.0,88.0,2150.0,12950.0,15100.0,57.0,347.0,404.0,9.0,78.0,87.0,13.0,67.0,80.0,19.0,158.0,177.0,15.0,34.0,49.0,1.0,10.0,11.0,4179.0,41158.0,45337.0,37.0,453.0,490.0,36.0,311.0,347.0,100.0,497.0,597.0,16.0,74.0,90.0,4920.0,28243.0,33163.0,2352.0,20360.0,22712.0,14099.0,107654.0,121753.0,25.0,360.0,385.0,25.0,193.0,218.0,1.0,6.0,7.0,2.0,11.0,13.0,4.0,4.0,8.0,1.0,21.0,22.0,9.0,70.0,79.0,0.0,15.0,15.0,3.0,29.0,32.0,1.0,3.0,4.0,4.0,33.0,37.0,0.0,1.0,1.0,87.0,390.0,477.0,14.0,55.0,69.0,1.0,16.0,17.0,8.0,18.0,26.0,2.0,16.0,18.0,2.0,5.0,7.0,1.0,0.0,1.0,1538.0,9741.0,11279.0,16.0,133.0,149.0,3.0,62.0,65.0,21.0,58.0,79.0,4.0,9.0,13.0,4750.0,27106.0,31856.0,2018.0,15186.0,17204.0,8501.0,53293.0,61794.0,4034,6.0
Sacramento,2017-07-01,2017,3.0,JUL,222.0,1087.0,1309.0,452.0,5823.0,6275.0,70.0,740.0,810.0,24.0,156.0,180.0,44.0,1001.0,1045.0,6.0,83.0,89.0,93.0,1130.0,1223.0,3.0,131.0,134.0,104.0,842.0,946.0,108.0,1740.0,1848.0,0.0,0.0,0.0,0.0,0.0,0.0,3846.0,20310.0,24156.0,496.0,3491.0,3987.0,31.0,212.0,243.0,7.0,76.0,83.0,32.0,190.0,222.0,426.0,3013.0,3439.0,0.0,0.0,0.0,8623.0,53600.0,62223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,32.0,47.0,13654.0,84343.0,97997.0,48.0,211.0,259.0,17.0,100.0,117.0,1.0,8.0,9.0,1.0,0.0,1.0,1.0,3.0,4.0,0.0,3.0,3.0,8.0,52.0,60.0,0.0,1.0,1.0,5.0,24.0,29.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,397.0,496.0,13.0,85.0,98.0,6.0,31.0,37.0,0.0,14.0,14.0,0.0,2.0,2.0,7.0,38.0,45.0,0.0,0.0,0.0,3523.0,16505.0,20028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,32.0,47.0,3715.0,17330.0,21045.0,4034,6.0
San Benito,2017-07-01,2017,3.0,JUL,0.0,13.0,13.0,2.0,20.0,22.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,8.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,12.0,16.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,118.0,992.0,1110.0,1.0,17.0,18.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,82.0,765.0,847.0,23.0,123.0,146.0,230.0,1951.0,2181.0,0.0,9.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,545.0,616.0,1.0,5.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,78.0,751.0,829.0,17.0,90.0,107.0,167.0,1405.0,1572.0,4034,6.0
San Bernardino,2017-07-01,2017,3.0,JUL,136.0,926.0,1062.0,289.0,3223.0,3512.0,21.0,209.0,230.0,31.0,247.0,278.0,14.0,226.0,240.0,11.0,80.0,91.0,90.0,869.0,959.0,14.0,214.0,228.0,16.0,100.0,116.0,29.0,530.0,559.0,54.0,640.0,694.0,9.0,108.0,117.0,4734.0,24019.0,28753.0,82.0,547.0,629.0,12.0,119.0,131.0,10.0,70.0,80.0,51.0,294.0,345.0,8.0,50.0,58.0,1.0,14.0,15.0,7619.0,56303.0,63922.0,62.0,565.0,627.0,44.0,388.0,432.0,146.0,732.0,878.0,20.0,130.0,150.0,5127.0,34551.0,39678.0,4366.0,21600.0,25966.0,22625.0,142984.0,165609.0,64.0,426.0,490.0,39.0,246.0,285.0,0.0,4.0,4.0,1.0,8.0,9.0,0.0,9.0,9.0,7.0,29.0,36.0,19.0,95.0,114.0,2.0,7.0,9.0,5.0,32.0,37.0,1.0,10.0,11.0,4.0,47.0,51.0,0.0,5.0,5.0,142.0,628.0,770.0,10.0,73.0,83.0,3.0,19.0,22.0,3.0,23.0,26.0,2.0,21.0,23.0,2.0,10.0,12.0,0.0,0.0,0.0,3590.0,19983.0,23573.0,23.0,155.0,178.0,18.0,87.0,105.0,21.0,109.0,130.0,2.0,14.0,16.0,4916.0,33353.0,38269.0,3843.0,17047.0,20890.0,12668.0,72121.0,84789.0,4034,6.0
San Diego,2017-07-01,2017,3.0,JUL,99.0,922.0,1021.0,306.0,6297.0,6603.0,7.0,140.0,147.0,26.0,294.0,320.0,9.0,307.0,316.0,14.0,171.0,185.0,148.0,3038.0,3186.0,7.0,173.0,180.0,23.0,355.0,378.0,72.0,1819.0,1891.0,0.0,0.0,0.0,0.0,0.0,0.0,1543.0,13028.0,14571.0,96.0,1307.0,1403.0,9.0,173.0,182.0,16.0,222.0,238.0,19.0,260.0,279.0,52.0,652.0,704.0,0.0,0.0,0.0,4324.0,55764.0,60088.0,1.0,12.0,13.0,25.0,198.0,223.0,10.0,35.0,45.0,0.0,0.0,0.0,2.0,1.0,3.0,5296.0,42921.0,48217.0,11702.0,120485.0,132187.0,9.0,135.0,144.0,13.0,137.0,150.0,0.0,4.0,4.0,0.0,3.0,3.0,1.0,4.0,5.0,0.0,7.0,7.0,7.0,92.0,99.0,1.0,3.0,4.0,3.0,13.0,16.0,1.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,238.0,277.0,10.0,85.0,95.0,2.0,17.0,19.0,3.0,13.0,16.0,0.0,9.0,9.0,5.0,46.0,51.0,0.0,0.0,0.0,620.0,5974.0,6594.0,0.0,2.0,2.0,13.0,80.0,93.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5207.0,42054.0,47261.0,5912.0,48711.0,54623.0,4034,6.0
San Francisco,2017-07-01,2017,3.0,JUL,19.0,211.0,230.0,192.0,8757.0,8949.0,6.0,105.0,111.0,3.0,99.0,102.0,96.0,5666.0,5762.0,4.0,74.0,78.0,35.0,1066.0,1101.0,3.0,110.0,113.0,1.0,37.0,38.0,21.0,616.0,637.0,23.0,984.0,1007.0,0.0,0.0,0.0,612.0,5571.0,6183.0,45.0,315.0,360.0,5.0,75.0,80.0,0.0,10.0,10.0,35.0,171.0,206.0,5.0,59.0,64.0,0.0,0.0,0.0,191.0,5680.0,5871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,7898.0,8613.0,239.0,3563.0,3802.0,2013.0,31995.0,34008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,3563.0,3802.0,239.0,3563.0,3802.0,4034,6.0
San Joaquin,2017-07-01,2017,3.0,JUL,34.0,418.0,452.0,566.0,4782.0,5348.0,62.0,546.0,608.0,192.0,1066.0,1258.0,6.0,108.0,114.0,4.0,30.0,34.0,90.0,1081.0,1171.0,2.0,30.0,32.0,67.0,536.0,603.0,35.0,484.0,519.0,91.0,697.0,788.0,17.0,204.0,221.0,1421.0,6967.0,8388.0,38.0,233.0,271.0,11.0,47.0,58.0,8.0,41.0,49.0,16.0,101.0,117.0,2.0,37.0,39.0,1.0,7.0,8.0,2057.0,15391.0,17448.0,30.0,318.0,348.0,46.0,293.0,339.0,56.0,229.0,285.0,10.0,61.0,71.0,1187.0,7187.0,8374.0,1019.0,5780.0,6799.0,6464.0,41659.0,48123.0,17.0,190.0,207.0,30.0,236.0,266.0,6.0,33.0,39.0,4.0,13.0,17.0,0.0,5.0,5.0,0.0,6.0,6.0,19.0,151.0,170.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,3.0,3.0,1.0,11.0,12.0,0.0,9.0,9.0,36.0,204.0,240.0,5.0,36.0,41.0,3.0,10.0,13.0,1.0,12.0,13.0,1.0,8.0,9.0,0.0,4.0,4.0,0.0,2.0,2.0,901.0,4653.0,5554.0,13.0,86.0,99.0,21.0,120.0,141.0,4.0,29.0,33.0,3.0,16.0,19.0,1111.0,6655.0,7766.0,823.0,4293.0,5116.0,2964.0,16518.0,19482.0,4034,6.0
San Luis Obispo,2017-07-01,2017,3.0,JUL,12.0,96.0,108.0,11.0,162.0,173.0,0.0,14.0,14.0,0.0,2.0,2.0,0.0,14.0,14.0,3.0,7.0,10.0,3.0,74.0,77.0,1.0,11.0,12.0,0.0,7.0,7.0,1.0,12.0,13.0,3.0,21.0,24.0,0.0,0.0,0.0,19.0,158.0,177.0,1.0,10.0,11.0,1.0,8.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,722.0,8294.0,9016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.0,8720.0,9485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1920.0,2178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1920.0,2178.0,4034,6.0
San Mateo,2017-07-01,2017,3.0,JUL,5.0,201.0,206.0,157.0,5040.0,5197.0,8.0,177.0,185.0,3.0,91.0,94.0,16.0,950.0,966.0,0.0,81.0,81.0,86.0,2017.0,2103.0,3.0,115.0,118.0,0.0,64.0,64.0,2.0,145.0,147.0,39.0,1400.0,1439.0,0.0,0.0,0.0,72.0,2003.0,2075.0,29.0,585.0,614.0,2.0,59.0,61.0,0.0,8.0,8.0,8.0,120.0,128.0,19.0,398.0,417.0,0.0,0.0,0.0,410.0,5010.0,5420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,12839.0,13512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,4748.0,5144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396.0,4748.0,5144.0,4034,6.0
