county,fulldate,year,quarter,month,am_indian_alaskan_nat_pa,am_indian_alaskan_nat_na,am_indian_alaskan_nat_tot,tot_asian_pa,tot_asian_na,tot_asian_tot,asian_indian_pa,asian_indian_na,asian_indian_tot,cambodian_pa,cambodian_na,cambodian_tot,chinese_pa,chinese_na,chinese_tot,japanese_pa,japanese_na,japanese_tot,filipino_pa,filipino_na,filipino_tot,korean_pa,korean_na,korean_tot,laotian_pa,laotian_na,laotian_tot,vietnamese_pa,vietnamese_na,vietnamese_tot,other_asian_pa,other_asian_na,other_asian_tot,more_than_one_asian_pa,more_than_one_asian_na,more_than_one_asian_tot,black_pa,black_na,black_tot,tot_hawaiian_or_other_pa,tot_hawaiian_or_other_na,tot_hawaiian_or_other_tot,hawaiian_pa,hawaiian_na,hawaiian_tot,guamanian_pa,guamanian_na,guamanian_tot,samoan_pa,samoan_na,samoan_tot,other_pac_island_pa,other_pac_island_na,other_pac_island_tot,more_than_one_hawaiian_pac_island_pa,more_than_one_hawaiian_pac_island_na,more_than_one_hawaiian_pac_island_tot,white_pa,white_na,white_tot,two_races_am_indian_alaska_nat_white_pa,two_races_am_indian_alaska_nat_white_na,two_races_am_indian_alaska_nat_white_tot,two_races_asian_white_pa,two_races_asian_white_na,two_races_asian_white_tot,two_races_black_white_pa,two_races_black_white_na,two_races_black_white_tot,two_races_am_indian_alaska_nat_black_pa,two_races_am_indian_alaska_nat_black_na,two_races_am_indian_alaska_nat_black_tot,reported_races_not_incl_pa,reported_races_not_incl_na,reported_races_not_incl_tot,nonreporting_worker_undecided_pa,nonreporting_worker_undecided_na,nonreporting_worker_undecided_tot,total_pa,total_na,total_tot,hispanic_am_indian_alaska_nat_pa,hispanic_am_indian_alaska_nat_na,hispanic_am_indian_alaska_nat_tot,hispanic_tot_asian_pa,hispanic_tot_asian_na,hispanic_tot_asian_tot,hispanic_asian_indian_pa,hispanic_asian_indian_na,hispanic_asian_indian_tot,hispanic_cambodian_pa,hispanic_cambodian_na,hispanic_cambodian_tot,hispanic_chinese_pa,hispanic_chinese_na,hispanic_chinese_tot,hispanic_japanese_pa,hispanic_japanese_na,hispanic_japanese_tot,hispanic_filipino_pa,hispanic_filipino_na,hispanic_filipino_tot,hispanic_korean_pa,hispanic_korean_na,hispanic_korean_tot,hispanic_laotian_pa,hispanic_laotian_na,hispanic_laotian_tot,hispanic_vietnamese_pa,hispanic_vietnamese_na,hispanic_vietnamese_tot,hispanic_other_asian_pa,hispanic_other_asian_na,hispanic_other_asian_tot,hispanic_more_than_one_asian_pa,hispanic_more_than_one_asian_na,hispanic_more_than_one_asian_tot,hispanic_black_pa,hispanic_black_na,hispanic_black_tot,hispanic_tot_hawaiian_other_pac_island_pa,hispanic_tot_hawaiian_other_pac_island_na,hispanic_tot_hawaiian_other_pac_island_tot,hispanic_hawaiian_pa,hispanic_hawaiian_na,hispanic_hawaiian_tot,hispanic_guamanian_pa,hispanic_guamanian_na,hispanic_guamanian_tot,hispanic_samoan_pa,hispanic_samoan_na,hispanic_samoan_tot,hispanic_other_pac_island_pa,hispanic_other_pac_island_na,hispanic_other_pac_island_tot,hispanic_more_than_one_hawaiian_pac_island_pa,hispanic_more_than_one_hawaiian_pac_island_na,hispanic_more_than_one_hawaiian_pac_island_tot,hispanic_white_pa,hispanic_white_na,hispanic_white_tot,hispanic_two_races_am_indian_alaska_nat_white_pa,hispanic_two_races_am_indian_alaska_nat_white_na,hispanic_two_races_am_indian_alaska_nat_white_tot,hispanic_two_races_asian_white_pa,hispanic_two_races_asian_white_na,hispanic_two_races_asian_white_tot,hispanic_two_races_black_white_pa,hispanic_two_races_black_white_na,hispanic_two_races_black_white_tot,hispanic_two_races_am_indian_alaska_nat_black_pa,hispanic_two_races_am_indian_alaska_nat_black_na,hispanic_two_races_am_indian_alaska_nat_black_tot,hispanic_reported_races_not_incl_pa,hispanic_reported_races_not_incl_na,hispanic_reported_races_not_incl_tot,hispanic_nonreporting_worker_undecided_pa,hispanic_nonreporting_worker_undecided_na,hispanic_nonreporting_worker_undecided_tot,hispanic_tot_pa,hispanic_tot_na,hispanic_tot_tot,year,quarter
Santa Barbara,2017-07-01,2017,3.0,JUL,16.0,129.0,145.0,17.0,298.0,315.0,1.0,10.0,11.0,0.0,5.0,5.0,0.0,51.0,51.0,1.0,11.0,12.0,12.0,148.0,160.0,1.0,26.0,27.0,0.0,4.0,4.0,1.0,40.0,41.0,0.0,0.0,0.0,1.0,3.0,4.0,44.0,444.0,488.0,4.0,74.0,78.0,3.0,11.0,14.0,0.0,5.0,5.0,0.0,4.0,4.0,1.0,52.0,53.0,0.0,2.0,2.0,980.0,10474.0,11454.0,1.0,31.0,32.0,1.0,6.0,7.0,4.0,4.0,8.0,1.0,3.0,4.0,675.0,3359.0,4034.0,134.0,1451.0,1585.0,1877.0,16273.0,18150.0,5.0,40.0,45.0,2.0,16.0,18.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,13.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,19.0,1.0,9.0,10.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,576.0,5170.0,5746.0,0.0,17.0,17.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,663.0,2815.0,3478.0,0.0,0.0,0.0,1253.0,8084.0,9337.0,4034,6.0
Santa Clara,2017-07-01,2017,3.0,JUL,26.0,435.0,461.0,312.0,9701.0,10013.0,23.0,407.0,430.0,7.0,202.0,209.0,16.0,995.0,1011.0,4.0,78.0,82.0,55.0,1482.0,1537.0,9.0,225.0,234.0,5.0,55.0,60.0,161.0,5898.0,6059.0,32.0,359.0,391.0,0.0,0.0,0.0,229.0,2514.0,2743.0,25.0,215.0,240.0,6.0,82.0,88.0,4.0,38.0,42.0,15.0,95.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,12246.0,12919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411.0,18189.0,20600.0,3676.0,43300.0,46976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411.0,18189.0,20600.0,2411.0,18189.0,20600.0,4034,6.0
Santa Cruz,2017-07-01,2017,3.0,JUL,20.0,130.0,150.0,25.0,205.0,230.0,1.0,12.0,13.0,0.0,7.0,7.0,3.0,32.0,35.0,3.0,19.0,22.0,9.0,57.0,66.0,1.0,5.0,6.0,2.0,11.0,13.0,1.0,22.0,23.0,5.0,40.0,45.0,0.0,0.0,0.0,34.0,255.0,289.0,9.0,49.0,58.0,2.0,21.0,23.0,1.0,2.0,3.0,0.0,3.0,3.0,6.0,22.0,28.0,0.0,1.0,1.0,524.0,4991.0,5515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,4712.0,5805.0,219.0,1986.0,2205.0,1924.0,12328.0,14252.0,7.0,35.0,42.0,4.0,28.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,0.0,0.0,0.0,1.0,10.0,11.0,0.0,0.0,0.0,2.0,12.0,14.0,0.0,0.0,0.0,3.0,9.0,12.0,6.0,26.0,32.0,2.0,13.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,11.0,15.0,0.0,1.0,1.0,43.0,224.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4390.0,5390.0,0.0,0.0,0.0,1063.0,4712.0,5775.0,4034,6.0
Shasta,2017-07-01,2017,3.0,JUL,38.0,436.0,474.0,27.0,313.0,340.0,2.0,12.0,14.0,0.0,3.0,3.0,0.0,7.0,7.0,1.0,4.0,5.0,2.0,31.0,33.0,0.0,6.0,6.0,12.0,121.0,133.0,0.0,6.0,6.0,9.0,105.0,114.0,1.0,18.0,19.0,31.0,189.0,220.0,2.0,22.0,24.0,2.0,15.0,17.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,937.0,8939.0,9876.0,38.0,309.0,347.0,5.0,34.0,39.0,12.0,39.0,51.0,1.0,8.0,9.0,36.0,367.0,403.0,35.0,508.0,543.0,1162.0,11164.0,12326.0,5.0,41.0,46.0,1.0,5.0,6.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,313.0,354.0,4.0,40.0,44.0,2.0,2.0,4.0,2.0,4.0,6.0,0.0,1.0,1.0,28.0,281.0,309.0,19.0,166.0,185.0,105.0,861.0,966.0,4034,6.0
Sierra,2017-07-01,2017,3.0,JUL,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,129.0,140.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,9.0,11.0,145.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,9.0,0.0,12.0,12.0,4034,6.0
Siskiyou,2017-07-01,2017,3.0,JUL,22.0,166.0,188.0,5.0,52.0,57.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,7.0,1.0,1.0,2.0,3.0,23.0,26.0,0.0,0.0,0.0,1.0,14.0,15.0,0.0,1.0,1.0,7.0,60.0,67.0,1.0,5.0,6.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,2039.0,2301.0,11.0,89.0,100.0,0.0,9.0,9.0,0.0,13.0,13.0,0.0,1.0,1.0,28.0,159.0,187.0,9.0,133.0,142.0,345.0,2726.0,3071.0,5.0,26.0,31.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,63.0,70.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,23.0,126.0,149.0,7.0,35.0,42.0,42.0,262.0,304.0,4034,6.0
Solano,2017-07-01,2017,3.0,JUL,23.0,155.0,178.0,93.0,1401.0,1494.0,8.0,105.0,113.0,4.0,9.0,13.0,2.0,43.0,45.0,1.0,16.0,17.0,58.0,971.0,1029.0,1.0,22.0,23.0,3.0,25.0,28.0,5.0,99.0,104.0,8.0,93.0,101.0,3.0,18.0,21.0,802.0,5053.0,5855.0,34.0,329.0,363.0,9.0,74.0,83.0,4.0,60.0,64.0,7.0,52.0,59.0,14.0,134.0,148.0,0.0,9.0,9.0,457.0,4997.0,5454.0,3.0,80.0,83.0,14.0,67.0,81.0,23.0,162.0,185.0,35.0,176.0,211.0,620.0,3724.0,4344.0,211.0,2459.0,2670.0,2315.0,18603.0,20918.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,6.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,108.0,623.0,731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,620.0,3711.0,4331.0,15.0,108.0,123.0,744.0,4453.0,5197.0,4034,6.0
Sonoma,2017-07-01,2017,3.0,JUL,52.0,282.0,334.0,18.0,336.0,354.0,0.0,28.0,28.0,5.0,53.0,58.0,0.0,44.0,44.0,0.0,14.0,14.0,6.0,69.0,75.0,1.0,15.0,16.0,4.0,47.0,51.0,2.0,64.0,66.0,0.0,2.0,2.0,0.0,0.0,0.0,41.0,467.0,508.0,8.0,92.0,100.0,3.0,28.0,31.0,0.0,2.0,2.0,1.0,7.0,8.0,4.0,55.0,59.0,0.0,0.0,0.0,609.0,10106.0,10715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,4601.0,5103.0,1230.0,15884.0,17114.0,15.0,38.0,53.0,1.0,10.0,11.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,13.0,14.0,1.0,9.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,54.0,411.0,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,4517.0,5008.0,562.0,4999.0,5561.0,4034,6.0
Stanislaus,2017-07-01,2017,3.0,JUL,34.0,264.0,298.0,219.0,1345.0,1564.0,33.0,181.0,214.0,50.0,308.0,358.0,1.0,33.0,34.0,1.0,13.0,14.0,16.0,187.0,203.0,2.0,12.0,14.0,16.0,165.0,181.0,7.0,92.0,99.0,86.0,298.0,384.0,7.0,56.0,63.0,320.0,1986.0,2306.0,24.0,175.0,199.0,5.0,50.0,55.0,2.0,26.0,28.0,10.0,63.0,73.0,6.0,34.0,40.0,1.0,2.0,3.0,2482.0,19542.0,22024.0,36.0,326.0,362.0,24.0,155.0,179.0,34.0,162.0,196.0,0.0,20.0,20.0,1300.0,7181.0,8481.0,609.0,3402.0,4011.0,5082.0,34558.0,39640.0,22.0,119.0,141.0,7.0,67.0,74.0,1.0,3.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,7.0,4.0,36.0,40.0,0.0,2.0,2.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,9.0,9.0,1.0,3.0,4.0,24.0,94.0,118.0,5.0,23.0,28.0,2.0,6.0,8.0,1.0,11.0,12.0,0.0,3.0,3.0,2.0,2.0,4.0,0.0,1.0,1.0,881.0,5297.0,6178.0,7.0,81.0,88.0,4.0,22.0,26.0,5.0,31.0,36.0,0.0,3.0,3.0,1191.0,6710.0,7901.0,455.0,2409.0,2864.0,2601.0,14856.0,17457.0,4034,6.0
Sutter,2017-07-01,2017,3.0,JUL,9.0,64.0,73.0,80.0,283.0,363.0,42.0,159.0,201.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,3.0,3.0,5.0,22.0,27.0,1.0,2.0,3.0,1.0,9.0,10.0,0.0,5.0,5.0,31.0,66.0,97.0,0.0,10.0,10.0,29.0,188.0,217.0,0.0,16.0,16.0,0.0,3.0,3.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,314.0,2807.0,3121.0,21.0,104.0,125.0,6.0,25.0,31.0,6.0,22.0,28.0,0.0,2.0,2.0,158.0,1024.0,1182.0,65.0,229.0,294.0,688.0,4764.0,5452.0,5.0,26.0,31.0,3.0,10.0,13.0,3.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,52.0,331.0,383.0,8.0,20.0,28.0,0.0,5.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,148.0,966.0,1114.0,60.0,208.0,268.0,277.0,1580.0,1857.0,4034,6.0
Tehama,2017-07-01,2017,3.0,JUL,10.0,95.0,105.0,6.0,48.0,54.0,1.0,6.0,7.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,20.0,20.0,1.0,1.0,2.0,1.0,10.0,11.0,1.0,0.0,1.0,6.0,35.0,41.0,1.0,6.0,7.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,310.0,2819.0,3129.0,2.0,65.0,67.0,1.0,12.0,13.0,0.0,7.0,7.0,0.0,2.0,2.0,50.0,355.0,405.0,53.0,386.0,439.0,439.0,3830.0,4269.0,1.0,24.0,25.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,117.0,133.0,0.0,5.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,48.0,336.0,384.0,44.0,287.0,331.0,111.0,774.0,885.0,4034,6.0
Trinity,2017-07-01,2017,3.0,JUL,2.0,35.0,37.0,1.0,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,14.0,15.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,714.0,761.0,5.0,48.0,53.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,18.0,21.0,4.0,26.0,30.0,62.0,875.0,937.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,27.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,14.0,0.0,3.0,3.0,5.0,46.0,51.0,4034,6.0
Tulare,2017-07-01,2017,3.0,JUL,12.0,161.0,173.0,24.0,456.0,480.0,0.0,26.0,26.0,0.0,6.0,6.0,0.0,18.0,18.0,0.0,6.0,6.0,7.0,177.0,184.0,1.0,3.0,4.0,2.0,73.0,75.0,0.0,8.0,8.0,0.0,12.0,12.0,14.0,127.0,141.0,82.0,720.0,802.0,8.0,106.0,114.0,0.0,12.0,12.0,1.0,1.0,2.0,0.0,2.0,2.0,7.0,89.0,96.0,0.0,2.0,2.0,6199.0,38832.0,45031.0,173.0,436.0,609.0,90.0,602.0,692.0,219.0,943.0,1162.0,1.0,0.0,1.0,240.0,1308.0,1548.0,0.0,0.0,0.0,7048.0,43564.0,50612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5337.0,29663.0,35000.0,134.0,271.0,405.0,46.0,270.0,316.0,123.0,572.0,695.0,0.0,0.0,0.0,180.0,943.0,1123.0,0.0,0.0,0.0,5820.0,31719.0,37539.0,4034,6.0
Tuolumne,2017-07-01,2017,3.0,JUL,4.0,37.0,41.0,1.0,22.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,8.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,2.0,23.0,25.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,2199.0,2411.0,2.0,57.0,59.0,2.0,10.0,12.0,1.0,7.0,8.0,0.0,1.0,1.0,15.0,104.0,119.0,7.0,95.0,102.0,246.0,2561.0,2807.0,2.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,102.0,115.0,1.0,8.0,9.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,14.0,78.0,92.0,3.0,27.0,30.0,34.0,229.0,263.0,4034,6.0
Ventura,2017-07-01,2017,3.0,JUL,6.0,131.0,137.0,26.0,874.0,900.0,2.0,61.0,63.0,1.0,11.0,12.0,1.0,59.0,60.0,2.0,22.0,24.0,7.0,449.0,456.0,0.0,28.0,28.0,0.0,10.0,10.0,5.0,101.0,106.0,8.0,133.0,141.0,0.0,0.0,0.0,80.0,790.0,870.0,3.0,65.0,68.0,1.0,27.0,28.0,0.0,10.0,10.0,2.0,28.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2461.0,30275.0,32736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2576.0,32135.0,34711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782.0,17239.0,19021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782.0,17239.0,19021.0,4034,6.0
Yolo,2017-07-01,2017,3.0,JUL,12.0,129.0,141.0,25.0,428.0,453.0,3.0,109.0,112.0,2.0,25.0,27.0,2.0,106.0,108.0,1.0,10.0,11.0,12.0,74.0,86.0,1.0,30.0,31.0,2.0,25.0,27.0,2.0,49.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,665.0,765.0,19.0,210.0,229.0,2.0,10.0,12.0,0.0,0.0,0.0,0.0,6.0,6.0,17.0,194.0,211.0,0.0,0.0,0.0,659.0,7640.0,8299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815.0,9072.0,9887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,3108.0,3437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.0,3108.0,3437.0,4034,6.0
Yuba,2017-07-01,2017,3.0,JUL,12.0,131.0,143.0,39.0,274.0,313.0,1.0,13.0,14.0,2.0,14.0,16.0,0.0,4.0,4.0,0.0,4.0,4.0,3.0,19.0,22.0,0.0,1.0,1.0,19.0,105.0,124.0,0.0,7.0,7.0,12.0,93.0,105.0,2.0,14.0,16.0,44.0,243.0,287.0,2.0,25.0,27.0,1.0,4.0,5.0,1.0,14.0,15.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,1.0,1.0,491.0,3349.0,3840.0,20.0,163.0,183.0,5.0,25.0,30.0,12.0,36.0,48.0,2.0,9.0,11.0,118.0,657.0,775.0,56.0,316.0,372.0,801.0,5228.0,6029.0,4.0,23.0,27.0,2.0,9.0,11.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,7.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,232.0,266.0,3.0,16.0,19.0,1.0,1.0,2.0,3.0,2.0,5.0,0.0,2.0,2.0,108.0,598.0,706.0,39.0,203.0,242.0,196.0,1096.0,1292.0,4034,6.0
