,PART A.  PARTICIPATION DURING THE MONTH,,,,,,,,,PART A.  PARTICIPATION DURING THE MONTH (Continued),,,,,,,,,PART A.  PARTICIPATION (Continued),,,PART B.  ISSUANCES DURING THE MONTH,,,,,,PART C.  VALUE OF BENEFIT ISSUANCES DURING THE MONTH,,
,Number of Households,,,,,,,,,Number of persons in federal only households,,,Number of federal and state persons in federal/state households,,,,,,Number of persons in state only households,,,,,,,,,,,
,A.  Public Assistance,,,B.  Non-Public Assistance,,,Total,,,,,,A. Public Assistance,,B. Non-Public Assistance,,Total,,,,,,,,,,,,,
,,,,,,,,,,A.,B.,,,,,,,,A.,B.,,,Contracted,Other,,,EBT,,,
,,Federal/,,,Federal/,,,Federal/,,Public,Non-Public,,,,,,,,Public,Non-Public,Total,,Over the,Over the,EBT,,Converted,Federal,State,TOTAL
County,Federal,State,State,Federal,State,State,Federal,State,State,Assistance,Assistance,Total,Federal,State,Federal,State,Federal,State,Assistance,Assistance,,Mail,Counter,Counter,Issuances,Total,to Coupons,Only,Only,ISSUANCES
Data Cell,1.0,2.0,3.0,4.0,5.0,6.0,15.0,16.0,17.0,7.0,8.0,18.0,9.0,10.0,11.0,12.0,19.0,20.0,13.0,14.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0
Statewide,315689.0,4335.0,103.0,1559845.0,19179.0,7795.0,1875534.0,23514.0,7898.0,790064.0,3299892.0,4089956.0,9260.0,5539.0,48664.0,23360.0,57924.0,28899.0,182.0,10318.0,10500.0,0.0,0.0,0.0,2587319.0,2587319.0,0.0,635590607.18,5124264.71,640714871.89
Alameda,10177.0,301.0,3.0,50796.0,1007.0,416.0,60973.0,1308.0,419.0,23717.0,97215.0,120932.0,674.0,345.0,2362.0,1292.0,3036.0,1637.0,3.0,539.0,542.0,0.0,0.0,0.0,62700.0,62700.0,0.0,19566306.0,277627.0,19843933.0
Alpine,3.0,0.0,0.0,78.0,0.0,0.0,81.0,0.0,0.0,8.0,137.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,82.0,0.0,20129.0,0.0,20129.0
Amador,197.0,0.0,0.0,1508.0,5.0,1.0,1705.0,5.0,1.0,515.0,2756.0,3271.0,0.0,0.0,6.0,5.0,6.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,1808.0,1808.0,0.0,499359.0,726.0,500085.0
Butte,2048.0,10.0,0.0,12174.0,43.0,10.0,14222.0,53.0,10.0,5112.0,24426.0,29538.0,23.0,10.0,120.0,47.0,143.0,57.0,0.0,13.0,13.0,0.0,0.0,0.0,15193.0,15193.0,0.0,4418716.0,7723.0,4426439.0
Calaveras,325.0,0.0,0.0,2264.0,6.0,1.0,2589.0,6.0,1.0,864.0,4178.0,5042.0,0.0,0.0,16.0,6.0,16.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,2749.0,2749.0,0.0,762574.0,630.0,763204.0
Colusa,108.0,2.0,0.0,607.0,5.0,0.0,715.0,7.0,0.0,281.0,1519.0,1800.0,6.0,2.0,15.0,5.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,770.0,0.0,246464.0,524.0,246988.0
Contra Costa,5826.0,55.0,0.0,26668.0,283.0,73.0,32494.0,338.0,73.0,13832.0,53352.0,67184.0,130.0,66.0,672.0,343.0,802.0,409.0,0.0,102.0,102.0,0.0,0.0,0.0,35950.0,35950.0,0.0,10697075.0,66219.0,10763294.0
Del Norte,436.0,0.0,0.0,2118.0,4.0,4.0,2554.0,4.0,4.0,1164.0,4014.0,5178.0,0.0,0.0,10.0,4.0,10.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,2678.0,2678.0,0.0,776112.75,1399.0,777511.75
El Dorado,675.0,3.0,0.0,5637.0,26.0,12.0,6312.0,29.0,12.0,1724.0,10133.0,11857.0,6.0,3.0,75.0,29.0,81.0,32.0,0.0,15.0,15.0,0.0,0.0,0.0,6795.0,6795.0,0.0,1820271.0,6789.0,1827060.0
Fresno,16287.0,123.0,1.0,74242.0,524.0,100.0,90529.0,647.0,101.0,43475.0,174764.0,218239.0,340.0,130.0,1479.0,595.0,1819.0,725.0,1.0,136.0,137.0,0.0,0.0,0.0,96729.0,96729.0,0.0,32970706.0,111515.0,33082221.0
Glenn,251.0,1.0,0.0,1156.0,10.0,0.0,1407.0,11.0,0.0,677.0,2818.0,3495.0,3.0,1.0,31.0,11.0,34.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1554.0,1554.0,0.0,492623.0,1320.0,493943.0
Humboldt,999.0,1.0,0.0,7214.0,15.0,7.0,8213.0,16.0,7.0,2446.0,13072.0,15518.0,2.0,1.0,35.0,19.0,37.0,20.0,0.0,11.0,11.0,0.0,0.0,0.0,8820.0,8820.0,0.0,2385777.0,4051.0,2389828.0
Imperial,2100.0,25.0,0.0,11755.0,292.0,29.0,13855.0,317.0,29.0,5876.0,29374.0,35250.0,54.0,26.0,832.0,316.0,886.0,342.0,0.0,32.0,32.0,0.0,0.0,0.0,15001.0,15001.0,0.0,5101855.0,42782.0,5144637.0
Inyo,131.0,1.0,0.0,844.0,11.0,0.0,975.0,12.0,0.0,346.0,1608.0,1954.0,2.0,2.0,29.0,11.0,31.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1052.0,1052.0,0.0,279428.0,1167.0,280595.0
Kern ,12024.0,48.0,4.0,46545.0,418.0,142.0,58569.0,466.0,146.0,32174.0,109736.0,141910.0,123.0,53.0,1228.0,473.0,1351.0,526.0,4.0,182.0,186.0,0.0,0.0,0.0,63053.0,63053.0,0.0,21553317.0,102468.0,21655785.0
Kings,1661.0,10.0,1.0,8118.0,78.0,27.0,9779.0,88.0,28.0,4449.0,18713.0,23162.0,27.0,10.0,246.0,87.0,273.0,97.0,1.0,36.0,37.0,0.0,0.0,0.0,10560.0,10560.0,0.0,3329156.0,16850.0,3346006.0
Lake,696.0,2.0,0.0,4414.0,17.0,6.0,5110.0,19.0,6.0,1804.0,8381.0,10185.0,6.0,2.0,44.0,17.0,50.0,19.0,0.0,7.0,7.0,0.0,0.0,0.0,5533.0,5533.0,0.0,1575389.0,3512.0,1578901.0
Lassen,268.0,1.0,0.0,1138.0,0.0,0.0,1406.0,1.0,0.0,733.0,2216.0,2949.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1496.0,1496.0,0.0,457716.0,159.0,457875.0
Los Angeles,89385.0,1827.0,64.0,442216.0,5410.0,2826.0,531601.0,7237.0,2890.0,202881.0,893349.0,1096230.0,3534.0,2499.0,13185.0,6715.0,16719.0,9214.0,137.0,3638.0,3775.0,0.0,0.0,0.0,1142125.0,1142125.0,0.0,177985696.0,1798807.0,179784503.0
Madera,2133.0,6.0,1.0,8379.0,50.0,3.0,10512.0,56.0,4.0,5598.0,20999.0,26597.0,19.0,6.0,160.0,56.0,179.0,62.0,1.0,7.0,8.0,0.0,0.0,0.0,7466.0,7466.0,0.0,3946489.0,7220.0,3953709.0
Marin,752.0,39.0,1.0,4599.0,109.0,38.0,5351.0,148.0,39.0,1601.0,7234.0,8835.0,88.0,41.0,245.0,130.0,333.0,171.0,1.0,51.0,52.0,0.0,0.0,0.0,5809.0,5809.0,0.0,1467547.0,25663.0,1493210.0
Mariposa,130.0,0.0,0.0,771.0,1.0,0.0,901.0,1.0,0.0,347.0,1489.0,1836.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,976.0,976.0,0.0,274737.0,167.0,274904.0
Mendocino,835.0,3.0,0.0,6120.0,33.0,14.0,6955.0,36.0,14.0,2152.0,10970.0,13122.0,8.0,3.0,97.0,36.0,105.0,39.0,0.0,17.0,17.0,0.0,0.0,0.0,7378.0,7378.0,0.0,2048544.0,7798.0,2056342.0
Merced,5041.0,18.0,0.0,17556.0,82.0,13.0,22597.0,100.0,13.0,13746.0,41488.0,55234.0,45.0,20.0,265.0,91.0,310.0,111.0,0.0,15.0,15.0,0.0,0.0,0.0,23971.0,23971.0,0.0,8203193.0,14458.0,8217651.0
Modoc,85.0,0.0,0.0,353.0,0.0,1.0,438.0,0.0,1.0,220.0,764.0,984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,469.0,469.0,0.0,140645.0,114.0,140759.0
Mono,24.0,0.0,0.0,333.0,2.0,0.0,357.0,2.0,0.0,59.0,557.0,616.0,0.0,0.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,379.0,379.0,0.0,92631.0,0.0,92631.0
Monterey,4685.0,16.0,1.0,16637.0,163.0,13.0,21322.0,179.0,14.0,11256.0,37659.0,48915.0,41.0,20.0,486.0,189.0,527.0,209.0,2.0,17.0,19.0,0.0,0.0,0.0,23565.0,23565.0,0.0,7583933.0,25557.0,7609490.0
Napa,424.0,16.0,1.0,2880.0,44.0,2.0,3304.0,60.0,3.0,1036.0,5930.0,6966.0,35.0,17.0,124.0,48.0,159.0,65.0,1.0,3.0,4.0,0.0,0.0,0.0,3819.0,3819.0,0.0,1079248.0,8144.0,1087392.0
Nevada,462.0,1.0,0.0,3357.0,5.0,4.0,3819.0,6.0,4.0,1160.0,6119.0,7279.0,3.0,1.0,9.0,6.0,12.0,7.0,0.0,5.0,5.0,0.0,0.0,0.0,4021.0,4021.0,0.0,1118012.0,1431.0,1119443.0
Orange,13567.0,159.0,1.0,86309.0,1868.0,700.0,99876.0,2027.0,701.0,34293.0,186227.0,220520.0,352.0,208.0,4371.0,2395.0,4723.0,2603.0,2.0,952.0,954.0,0.0,0.0,0.0,108917.0,108917.0,0.0,33490334.0,420494.0,33910828.0
Placer,975.0,7.0,0.0,7178.0,38.0,18.0,8153.0,45.0,18.0,2642.0,14893.0,17535.0,15.0,10.0,92.0,52.0,107.0,62.0,0.0,23.0,23.0,0.0,0.0,0.0,8783.0,8783.0,0.0,2561971.35,9774.0,2571745.35
Plumas,112.0,0.0,0.0,693.0,0.0,1.0,805.0,0.0,1.0,311.0,1410.0,1721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,859.0,859.0,0.0,252495.0,200.0,252695.0
Riverside,19700.0,138.0,8.0,92270.0,1170.0,265.0,111970.0,1308.0,273.0,53717.0,215754.0,269471.0,363.0,155.0,3469.0,1285.0,3832.0,1440.0,10.0,320.0,330.0,0.0,0.0,0.0,119555.0,119555.0,0.0,40273850.0,211856.0,40485706.0
Sacramento,17615.0,347.0,1.0,73776.0,950.0,411.0,91391.0,1297.0,412.0,44430.0,159689.0,204119.0,753.0,510.0,2379.0,1264.0,3132.0,1774.0,1.0,544.0,545.0,0.0,0.0,0.0,98313.0,98313.0,0.0,31980227.0,312949.0,32293176.0
San Benito,439.0,3.0,0.0,2242.0,35.0,2.0,2681.0,38.0,2.0,1139.0,5099.0,6238.0,5.0,3.0,98.0,37.0,103.0,40.0,0.0,3.0,3.0,0.0,0.0,0.0,2902.0,2902.0,0.0,940936.0,4042.0,944978.0
San Bernardino,28416.0,164.0,4.0,127041.0,954.0,243.0,155457.0,1118.0,247.0,76702.0,287710.0,364412.0,424.0,183.0,2670.0,1082.0,3094.0,1265.0,4.0,321.0,325.0,0.0,0.0,0.0,164304.0,164304.0,0.0,55279187.0,190018.0,55469205.0
San Diego,17302.0,350.0,4.0,96817.0,1688.0,570.0,114119.0,2038.0,574.0,46883.0,200111.0,246994.0,816.0,453.0,4329.0,1959.0,5145.0,2412.0,6.0,745.0,751.0,0.0,0.0,0.0,125783.0,125783.0,0.0,38040710.71,395162.21,38435872.92
San Francisco,2726.0,178.0,0.0,28300.0,565.0,510.0,31026.0,743.0,510.0,5943.0,41472.0,47415.0,304.0,207.0,1085.0,755.0,1389.0,962.0,0.0,688.0,688.0,0.0,0.0,0.0,34175.0,34175.0,0.0,7912454.85,212815.29,8125270.14
San Joaquin,9687.0,71.0,1.0,35604.0,461.0,97.0,45291.0,532.0,98.0,24969.0,84434.0,109403.0,169.0,77.0,1333.0,578.0,1502.0,655.0,1.0,149.0,150.0,0.0,0.0,0.0,48782.0,48782.0,0.0,16741676.0,98249.0,16839925.0
San Luis Obispo,1224.0,4.0,0.0,7807.0,53.0,9.0,9031.0,57.0,9.0,3036.0,14666.0,17702.0,7.0,4.0,140.0,55.0,147.0,59.0,0.0,12.0,12.0,0.0,0.0,0.0,10116.0,10116.0,0.0,2626413.0,7528.0,2633941.0
San Mateo,1717.0,53.0,1.0,11275.0,384.0,126.0,12992.0,437.0,127.0,4201.0,22247.0,26448.0,108.0,62.0,964.0,464.0,1072.0,526.0,1.0,173.0,174.0,0.0,0.0,0.0,14575.0,14575.0,0.0,4165638.7,83107.3,4248746.0
Santa Barbara,3097.0,8.0,0.0,11796.0,83.0,16.0,14893.0,91.0,16.0,7510.0,26057.0,33567.0,19.0,8.0,234.0,89.0,253.0,97.0,0.0,25.0,25.0,0.0,0.0,0.0,17104.0,17104.0,0.0,5128388.45,14697.76,5143086.21
Santa Clara,7347.0,101.0,2.0,42413.0,766.0,641.0,49760.0,867.0,643.0,17773.0,87746.0,105519.0,196.0,129.0,1601.0,1061.0,1797.0,1190.0,2.0,970.0,972.0,0.0,0.0,0.0,54842.0,54842.0,0.0,16401429.0,296097.0,16697526.0
Santa Cruz,1522.0,1.0,0.0,10313.0,58.0,10.0,11835.0,59.0,10.0,3650.0,19614.0,23264.0,1.0,1.0,163.0,65.0,164.0,66.0,0.0,10.0,10.0,0.0,0.0,0.0,13397.0,13397.0,0.0,3616781.0,8916.0,3625697.0
Shasta,1739.0,3.0,0.0,9995.0,17.0,11.0,11734.0,20.0,11.0,4386.0,19008.0,23394.0,6.0,3.0,38.0,20.0,44.0,23.0,0.0,18.0,18.0,0.0,0.0,0.0,12700.0,12700.0,0.0,3502995.0,5104.0,3508099.0
Sierra,12.0,0.0,0.0,151.0,0.0,0.0,163.0,0.0,0.0,34.0,285.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,174.0,0.0,46108.0,0.0,46108.0
Siskiyou,487.0,0.0,0.0,2405.0,6.0,1.0,2892.0,6.0,1.0,1370.0,5092.0,6462.0,0.0,0.0,18.0,8.0,18.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,3134.0,3134.0,0.0,964891.0,1799.0,966690.0
Solano,3295.0,22.0,0.0,16919.0,149.0,34.0,20214.0,171.0,34.0,7873.0,32755.0,40628.0,50.0,24.0,379.0,173.0,429.0,197.0,0.0,42.0,42.0,0.0,0.0,0.0,21967.0,21967.0,0.0,6365006.37,31495.15,6396501.52
Sonoma,2215.0,46.0,0.0,16173.0,180.0,53.0,18388.0,226.0,53.0,5325.0,28675.0,34000.0,100.0,47.0,445.0,205.0,545.0,252.0,0.0,65.0,65.0,0.0,0.0,0.0,20131.0,20131.0,0.0,5336897.0,40164.0,5377061.0
Stanislaus,7206.0,20.0,2.0,33648.0,123.0,19.0,40854.0,143.0,21.0,18991.0,70926.0,89917.0,51.0,24.0,344.0,133.0,395.0,157.0,2.0,30.0,32.0,0.0,0.0,0.0,42939.0,42939.0,0.0,13481484.0,23254.0,13504738.0
Sutter,847.0,12.0,0.0,4291.0,39.0,5.0,5138.0,51.0,5.0,2280.0,10036.0,12316.0,27.0,14.0,109.0,49.0,136.0,63.0,0.0,5.0,5.0,0.0,0.0,0.0,5532.0,5532.0,0.0,1821223.0,8123.0,1829346.0
Tehama,744.0,2.0,0.0,3411.0,12.0,4.0,4155.0,14.0,4.0,2050.0,7531.0,9581.0,2.0,2.0,36.0,14.0,38.0,16.0,0.0,6.0,6.0,0.0,0.0,0.0,4465.0,4465.0,0.0,1409779.0,3128.0,1412907.0
Trinity,83.0,0.0,0.0,693.0,0.0,0.0,776.0,0.0,0.0,183.0,1377.0,1560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.0,825.0,0.0,231205.0,0.0,231205.0
Tulare,9221.0,78.0,2.0,36138.0,536.0,151.0,45359.0,614.0,153.0,25337.0,87211.0,112548.0,190.0,81.0,1513.0,595.0,1703.0,676.0,2.0,184.0,186.0,0.0,0.0,0.0,48575.0,48575.0,0.0,16832968.0,109981.0,16942949.0
Tuolumne,414.0,1.0,0.0,2449.0,3.0,1.0,2863.0,4.0,1.0,1073.0,4207.0,5280.0,1.0,1.0,8.0,3.0,9.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,3072.0,3072.0,0.0,795268.0,1041.0,796309.0
Ventura,3814.0,22.0,0.0,28048.0,260.0,85.0,31862.0,282.0,85.0,9546.0,56886.0,66432.0,47.0,26.0,709.0,301.0,756.0,327.0,0.0,104.0,104.0,0.0,0.0,0.0,34394.0,34394.0,0.0,10090492.0,55309.0,10145801.0
Yolo,1007.0,30.0,0.0,6562.0,116.0,65.0,7569.0,146.0,65.0,2553.0,13671.0,16224.0,71.0,42.0,292.0,159.0,363.0,201.0,0.0,85.0,85.0,0.0,0.0,0.0,8457.0,8457.0,0.0,2490102.0,38825.0,2528927.0
Yuba,991.0,6.0,0.0,4651.0,22.0,5.0,5642.0,28.0,5.0,2611.0,10133.0,12744.0,12.0,6.0,66.0,25.0,78.0,31.0,0.0,5.0,5.0,0.0,0.0,0.0,6046.0,6046.0,0.0,1916048.0,5316.0,1921364.0
